,MP-ID,Comp Flatness score,Flat/not-flat,Flat segments
35682,mp-759198,0.79817086,TRUE,[4]
35683,mp-759199,0.73081046,FALSE,[]
35684,mp-759202,0.77828735,FALSE,[]
35685,mp-759203,0.79442275,FALSE,[]
35686,mp-759204,0.9876626,TRUE,"[3, 4]"
35687,mp-759205,0.8384291,TRUE,[3]
35688,mp-759207,0.86376613,TRUE,[4]
35689,mp-759208,0.98765904,TRUE,"[2, 3, 4]"
35690,mp-759209,0.89119774,TRUE,[3]
35691,mp-759210,0.97886723,TRUE,"[1, 2, 3, 4]"
35692,mp-759211,0.8472825,TRUE,[2]
35693,mp-759212,0.9027402,TRUE,[1]
35694,mp-759214,0.98761135,TRUE,"[3, 4]"
35695,mp-759215,0.98173726,TRUE,"[1, 3, 4]"
35696,mp-759216,0.7615686,TRUE,[4]
